1h,1d,7d,28d
39455.477,37368.9279,39059.5814,43398.4159
38431.8391,37122.6365,39789.2051,42678.0484
37706.5143,37064.6869,39627.3366,42683.7133
38182.4117,37649.3806,39651.5377,42676.4563
37874.0888,37843.4847,40559.1758,44510.0097
38805.9221,38791.7676,40714.0958,44618.8654
39217.5962,39655.5199,42095.3685,44965.3146
40015.644,40892.1413,42956.7728,46181.25
40967.3623,42993.616,44536.0286,46417.1835
42957.0909,43203.0374,45648.1828,46961.054
43559.8736,43887.1416,46202.7599,47115.4083
43520.4785,44229.831,45544.4971,47467.9484
43716.8933,44504.3978,45283.6279,47540.4708
43904.1987,44810.765,45158.5172,48169.2525
43984.8265,44714.1785,44996.8639,48016.8917
44113.4719,44639.6771,45037.9546,48035.5314
43891.114,44474.496,45260.4795,48534.2131
44493.6574,42171.5614,42420.8457,46145.2062
42640.3852,41785.0916,40573.1914,45265.6797
41634.2558,40504.9559,39944.5708,44429.5734
40593.9152,39759.4431,39592.1782,43489.2208
40021.5592,40588.4242,39026.4009,42956.5532
39645.2854,40046.3666,37967.2718,42307.233
39222.0149,39455.477,37796.9581,42118.36
38975.2855,38431.8391,36784.3642,42440.444
37605.2056,37706.5143,37144.165,43016.5152
37827.9997,38182.4117,37555.559,43172.9454
38219.3027,37874.0888,38262.4532,43081.8457
38773.5594,38805.9221,39014.0899,43518.8288
39511.9388,39217.5962,39593.6647,43912.0573
39550.7672,40015.644,40955.3067,44381.7299
40554.6619,40967.3623,41047.4783,44413.898
40919.4479,42957.0909,42529.2246,42385.3692
43068.9555,43559.8736,42823.253,42996.6606
43366.1106,43520.4785,43252.1991,42962.0557
43534.9926,43716.8933,43393.7818,42999.509
43661.714,43904.1987,43562.7903,42905.9993
43725.1504,43984.8265,43808.3124,43351.3776
44018.7131,44113.4719,44023.6835,43086.3257
43834.9713,43891.114,43878.7851,42932.7242
44011.9204,44493.6574,44393.7225,42743.2836
44057.5469,42640.3852,42038.4705,42215.216
42282.94,41634.2558,41281.231,41779.0726
41068.0161,40593.9152,40877.6785,41992.4879
40816.2374,40021.5592,39877.0881,41596.7102
39712.9244,39645.2854,40204.2267,41034.9877
39913.2397,39222.0149,38849.3576,40822.0539
38673.1794,38975.2855,38719.6211,40399.9674
37944.3094,37605.2056,38218.898,40304.1114
37770.6187,37827.9997,37885.2274,40162.0373
37838.9356,38219.3027,37569.7565,39903.8286
38382.5294,38773.5594,38294.8561,39377.8909
38287.5642,39511.9388,39055.2818,39455.2359
38540.7983,39550.7672,39153.5418,39641.8553
38460.1394,40554.6619,39767.2716,39904.7504
38907.6956,40919.4479,40380.8791,40335.1232
39437.488,43068.9555,41692.4363,38819.9484
41467.3532,43366.1106,42521.6691,39160.4917
42263.4406,43534.9926,42706.5797,39357.3787
42703.6078,43661.714,42672.0739,39256.5031
42677.2743,43725.1504,42939.9802,39375.7449
42730.5641,44018.7131,43364.1655,39571.1807
43198.3974,43834.9713,43396.1336,39389.851
43166.0596,44011.9204,42965.2321,39890.4834
43077.1639,44057.5469,42766.4559,40352.9456
42845.0878,42282.94,42442.2148,40566.9414
42209.4366,41068.0161,42272.4124,40244.26
42208.0219,40816.2374,41827.3651,39654.3199
42577.9918,39712.9244,42004.7734,40701.3266
41178.1215,39913.2397,41361.7114,40971.3636
40806.636,38673.1794,40376.3423,40051.2972
39550.9299,37944.3094,39980.3219,39717.9698
39308.3504,37770.6187,38987.8166,40347.9102
38959.821,37838.9356,39074.3603,39841.0559
38448.0157,38382.5294,38491.3111,39733.8892
37722.3338,38287.5642,38263.7796,39774.9728
37787.8024,38540.7983,37971.4847,39559.9364
38217.67,38460.1394,38269.0344,39964.6629
38258.7717,38907.6956,39178.5175,40661.8251
39156.0877,39437.488,39582.5744,40519.7486
39668.0559,41467.3532,41326.6939,39135.6296
41252.3501,42263.4406,42200.0399,39936.7089
42059.8066,42703.6078,42364.2888,39713.8903
42189.9046,42677.2743,42240.9693,39838.4925
42157.0515,42730.5641,42522.88,40121.4797
42757.1032,43198.3974,42744.598,40388.8146
42843.0506,43166.0596,43031.3154,40487.0237
42925.0293,43077.1639,42823.4244,40720.0573
42921.4092,42845.0878,42839.9808,41037.6989
42973.8637,42209.4366,42848.1786,41775.3137
42660.4676,42208.0219,42761.8912,41084.1831
42113.5029,42577.9918,42450.459,41286.2569
41971.2731,41178.1215,42249.8076,40957.7263
41432.0258,40806.636,42430.3924,40857.5863
41690.052,39550.9299,41107.0265,40307.4069
40720.6483,39308.3504,40631.5765,40139.2428
39188.8754,38959.821,39787.0679,40363.7586
39378.5813,38448.0157,39502.486,40766.5966
39374.7357,37722.3338,39371.323,40340.2525
39841.9487,37787.8024,39553.0533,40903.0123
39294.7541,38217.67,40329.8192,41145.6347
39651.0457,38258.7717,40470.3555,41650.3297
40111.0676,39156.0877,41223.6486,42492.472
41112.4826,39668.0559,41690.6941,42880.4836
41474.5871,41252.3501,43045.904,42424.7459
43161.8332,42059.8066,43630.2979,43182.9925
43593.8231,42189.9046,43816.08,43642.4513
43644.653,42157.0515,43921.8398,43753.6581
43921.0811,42757.1032,44126.6617,43799.2381
44002.4483,42843.0506,44334.5479,44186.9326
44268.1712,42925.0293,44297.4442,44300.1968
44421.7256,42921.4092,44317.4515,44587.4895
44598.8395,42973.8637,44841.5894,45536.6247
45189.1213,42660.4676,42195.6748,45345.4537
42609.2635,42113.5029,40727.6021,44925.141
41910.7396,41971.2731,39560.6951,45542.5049
42203.1441,41432.0258,39110.8787,45207.9448
40411.4079,41690.052,39154.3557,44876.6773
40811.1621,40720.6483,38436.2412,44003.6995
40169.5741,39188.8754,37774.4814,43315.6897
39879.8142,39378.5813,37521.4825,42348.8922
38136.4074,39374.7357,37145.4447,42519.903
37940.1785,39841.9487,37292.7422,42229.8251
37984.6206,39294.7541,37396.9103,42803.3095
37986.6388,39651.0457,38665.005,43517.3908
38472.9864,40111.0676,39693.5577,43944.2463
39206.8143,41112.4826,40192.4551,45562.1367
40021.9045,41474.5871,41338.2734,46489.1595
41173.9677,43161.8332,42809.2878,46501.4056
43159.3645,43593.8231,43215.1948,46589.2983
43562.4131,43644.653,43275.9415,46801.7668
43796.3046,43921.0811,43290.5833,47001.0253
43761.4846,44002.4483,43470.5271,47077.8881
44003.9704,44268.1712,43793.8924,47603.6497
44330.8649,44421.7256,43628.0155,47457.6449
44379.1026,44598.8395,43603.6674,47670.5933
44456.1563,45189.1213,44646.8666,47195.6824
44900.2326,42609.2635,42433.714,46233.2605
42741.9823,41910.7396,41610.2499,44635.9697
41825.3433,42203.1441,40812.1805,44319.5574
40945.967,40411.4079,39737.2834,43888.0256
40593.7537,40811.1621,39889.5352,43651.9936
40776.8489,40169.5741,38877.3042,44072.0746
39324.7603,39879.8142,38257.7219,43507.0069
38943.7129,38136.4074,37368.9279,42546.374
38502.1691,37940.1785,37122.6365,42903.3256
38545.5629,37984.6206,37064.6869,42546.5515
38089.7924,37986.6388,37649.3806,42766.5153
38014.6271,38472.9864,37843.4847,43534.9448
38909.9049,39206.8143,38791.7676,45002.7022
39470.9081,40021.9045,39655.5199,46894.9838
40198.1886,41173.9677,40892.1413,48158.465
40692.1451,43159.3645,42993.616,47434.9343
41945.0539,43562.4131,43203.0374,48000.363
42753.6551,43796.3046,43887.1416,48106.5921
42903.9443,43761.4846,44229.831,48236.7101
43253.2915,44003.9704,44504.3978,47776.4061
43554.8642,44330.8649,44810.765,48428.7619
44111.1352,44379.1026,44714.1785,48527.7713
44126.9777,44456.1563,44639.6771,48580.7181
43945.023,44900.2326,44474.496,48725.2553
43843.9861,42741.9823,42171.5614,47262.6186
43467.5762,41825.3433,41785.0916,45939.5342
42955.4664,40945.967,40504.9559,44417.8222
42902.0958,40593.7537,39759.4431,43542.6132
42544.5531,40776.8489,40588.4242,43894.1092
42734.9435,39324.7603,40046.3666,43490.259
41524.9229,38943.7129,39455.477,42764.4506
39990.9043,38502.1691,38431.8391,41646.4065
39204.6139,38545.5629,37706.5143,42912.7409
39310.7626,38089.7924,38182.4117,42393.3738
39741.8072,38014.6271,37874.0888,42954.3435
40091.6662,38909.9049,38805.9221,44521.7288
40757.7302,39470.9081,39217.5962,45411.0563
41625.4505,40198.1886,40015.644,46549.5254
42327.6529,40692.1451,40967.3623,47555.3299
42658.6634,41945.0539,42957.0909,47725.8685
44836.473,42753.6551,43559.8736,48204.2337
45089.8242,42903.9443,43520.4785,48507.7096
45510.1971,43253.2915,43716.8933,48674.1004
45526.0852,43554.8642,43904.1987,48643.0351
45582.8066,44111.1352,43984.8265,48685.3867
45600.7352,44126.9777,44113.4719,48540.2806
45578.9747,43945.023,43891.114,48923.5469
45389.4898,43843.9861,44493.6574,49380.1922
45814.8738,43467.5762,42640.3852,48319.5995
43055.196,42955.4664,41634.2558,47273.5513
41665.8865,42902.0958,40593.9152,46306.3136
40516.3383,42544.5531,40021.5592,44672.5354
39932.8152,42734.9435,39645.2854,44610.4401
39908.5676,41524.9229,39222.0149,44100.0853
38693.8139,39990.9043,38975.2855,43641.7403
38635.954,39204.6139,37605.2056,42960.5217
38299.2077,39310.7626,37827.9997,44009.9806
38262.2412,39741.8072,38219.3027,44093.6849
38621.8306,40091.6662,38773.5594,44033.2184
39133.9053,40757.7302,39511.9388,44905.0268
40369.1912,41625.4505,39550.7672,46090.4611
41090.7605,42327.6529,40554.6619,47395.4839
41836.4101,42658.6634,40919.4479,48138.7619
42189.7593,44836.473,43068.9555,47757.2408
43853.3069,45089.8242,43366.1106,48474.1966
44599.3216,45510.1971,43534.9926,48724.3146
44740.7718,45526.0852,43661.714,48916.7844
42281.8376,45582.8066,43725.1504,49209.5134
42636.499,45600.7352,44018.7131,49446.0755
42931.9585,45578.9747,43834.9713,49310.2807
43081.6067,45389.4898,44011.9204,49507.3539
43336.9085,45814.8738,44057.5469,50167.7158
44676.6437,43055.196,42282.94,49284.8782
42940.7691,41665.8865,41068.0161,47480.0684
41807.554,40516.3383,40816.2374,46203.2886
40926.0781,39932.8152,39712.9244,45415.6548
39746.7321,39908.5676,39913.2397,44999.1676
39638.2004,38693.8139,38673.1794,44628.4239
38760.7182,38635.954,37944.3094,44239.1345
38682.8079,38299.2077,37770.6187,43465.4716
38134.5469,38262.2412,37838.9356,43770.519
37877.8934,38621.8306,38382.5294,43448.7521
37894.7084,39133.9053,38287.5642,44093.5647
37858.8483,40369.1912,38540.7983,44996.3898
38567.087,41090.7605,38460.1394,45614.3899
38882.1632,41836.4101,38907.6956,46261.7722
39621.5218,42189.7593,39437.488,47024.2414
40234.0483,43853.3069,41467.3532,47097.0868
42693.735,44599.3216,42263.4406,47744.1889
43459.2826,44740.7718,42703.6078,48136.8375
43556.4246,42281.8376,42677.2743,48339.1947
45081.3544,42636.499,42730.5641,48614.0046
45417.8622,42931.9585,43198.3974,49197.131
45759.5455,43081.6067,43166.0596,49428.4056
45907.3146,43336.9085,43077.1639,49339.4405
45709.9834,44676.6437,42845.0878,49495.3262
45311.2648,42940.7691,42209.4366,49743.4112
45173.525,41807.554,42208.0219,49906.5917
44783.6066,40926.0781,42577.9918,49640.5872
43684.0334,39746.7321,41178.1215,49166.7938
43606.2769,39638.2004,40806.636,47700.4887
42572.4772,38760.7182,39550.9299,47263.442
41145.655,38682.8079,39308.3504,46781.7307
40814.8538,38134.5469,38959.821,46073.9017
40738.0357,37877.8934,38448.0157,45732.4387
40392.1149,37894.7084,37722.3338,45076.6053
39202.7252,37858.8483,37787.8024,44933.8736
39522.0695,38567.087,38217.67,45152.2984
39793.2253,38882.1632,38258.7717,45891.0557
39851.706,39621.5218,39156.0877,46962.7529
40541.3748,40234.0483,39668.0559,47484.6087
40669.1707,42693.735,41252.3501,46759.2372
42257.2137,43459.2826,42059.8066,47742.7332
43335.6902,43556.4246,42189.9046,48003.7601
43808.1562,45081.3544,42157.0515,48159.4686
43119.5238,45417.8622,42757.1032,48379.1298
43633.2521,45759.5455,42843.0506,48634.0916
43782.4048,45907.3146,42925.0293,48969.9433
43959.0478,45709.9834,42921.4092,48848.9506
43925.5182,45311.2648,42973.8637,49100.7428
43910.4474,45173.525,42660.4676,49541.5105
43395.4293,44783.6066,42113.5029,49279.3906
43163.6514,43684.0334,41971.2731,48919.539
43076.6804,43606.2769,41432.0258,48466.1182
42899.4516,42572.4772,41690.052,48364.0877
42368.4262,41145.655,40720.6483,47430.4251
41820.95,40814.8538,39188.8754,46803.1625
40629.3364,40738.0357,39378.5813,46380.2632
39918.9871,40392.1149,39374.7357,45828.5276
40221.5139,39202.7252,39841.9487,45559.4933
40217.1436,39522.0695,39294.7541,46483.3797
40320.5753,39793.2253,39651.0457,46920.2333
41010.9676,39851.706,40111.0676,47588.0659
41943.6346,40541.3748,41112.4826,48419.9006
42336.4324,40669.1707,41474.5871,48952.5772
42823.5725,42257.2137,43161.8332,48282.9007
45182.2446,43335.6902,43593.8231,48629.398
45599.5255,43808.1562,43644.653,48932.5539
45616.7501,43119.5238,43921.0811,48788.4294
45722.2274,43633.2521,44002.4483,48980.6415
45778.9722,43782.4048,44268.1712,49014.2843
45888.344,43959.0478,44421.7256,49102.8251
45795.9372,43925.5182,44598.8395,49073.1706
46050.3466,43910.4474,45189.1213,49968.0002
45881.3229,43395.4293,42609.2635,47826.1826
43453.4553,43163.6514,41910.7396,45569.4863
41900.7696,43076.6804,42203.1441,44478.1293
40754.8417,42899.4516,40411.4079,43703.6925
39746.6506,42368.4262,40811.1621,44367.4062
39319.9989,41820.95,40169.5741,42978.4206
38643.8457,40629.3364,39879.8142,42786.2347
38435.2869,39918.9871,38136.4074,42113.3531
37857.1416,40221.5139,37940.1785,42557.0591
38218.4545,40217.1436,37984.6206,42641.6164
38241.226,40320.5753,37986.6388,43879.0732
39319.6236,41010.9676,38472.9864,45253.7991
40013.9295,41943.6346,39206.8143,46243.752
40986.592,42336.4324,40021.9045,47954.516
42025.4805,42823.5725,41173.9677,49174.8372
43068.6195,45182.2446,43159.3645,48239.3756
44948.7224,45599.5255,43562.4131,48653.7356
45109.1336,45616.7501,43796.3046,48865.5679
45613.2005,45722.2274,43761.4846,49139.3862
44703.8624,45778.9722,44003.9704,49114.9007
44830.041,45888.344,44330.8649,49282.6926
45186.2041,45795.9372,44379.1026,49228.3666
45002.1094,46050.3466,44456.1563,49601.8875
45318.8276,45881.3229,44900.2326,49074.8245
45589.7475,43453.4553,42741.9823,47480.8035
42803.3828,41900.7696,41825.3433,46358.1185
41496.6982,40754.8417,40945.967,45265.172
39727.8618,39746.6506,40593.7537,44502.6777
38616.9457,39319.9989,40776.8489,45166.6216
38743.5783,38643.8457,39324.7603,43875.397
38054.8873,38435.2869,38943.7129,42800.6994
37666.254,37857.1416,38502.1691,42264.0123
37354.8574,38218.4545,38545.5629,43078.7825
38014.1138,38241.226,38089.7924,43176.0421
37959.9705,39319.6236,38014.6271,43806.1807
38638.3245,40013.9295,38909.9049,44630.1624
39289.316,40986.592,39470.9081,46265.738
40397.8417,42025.4805,40198.1886,47455.6984
41763.301,43068.6195,40692.1451,48409.6867
42714.8715,44948.7224,41945.0539,48104.3625
45026.9279,45109.1336,42753.6551,48593.69
45455.3554,45613.2005,42903.9443,48642.2548
45680.9697,44703.8624,43253.2915,48869.8081
45637.7142,44830.041,43554.8642,49136.979
46583.8557,45186.2041,44111.1352,49323.7566
46892.5482,45002.1094,44126.9777,49389.1322
46739.0856,45318.8276,43945.023,49820.6097
46680.1508,45589.7475,43843.9861,49673.3601
46134.7585,42803.3828,43467.5762,46975.9483
43576.9454,41496.6982,42955.4664,46397.6075
41780.995,39727.8618,42902.0958,45792.8314
40090.2318,38616.9457,42544.5531,44183.1046
39517.6593,38743.5783,42734.9435,44567.1673
39448.6779,38054.8873,41524.9229,44172.2499
38844.8281,37666.254,39990.9043,43808.441
38110.8113,37354.8574,39204.6139,42774.6409
37350.7283,38014.1138,39310.7626,43678.4974
38090.7579,37959.9705,39741.8072,43899.3819
37833.8628,38638.3245,40091.6662,44248.9671
38926.3566,39289.316,40757.7302,45332.0084
39545.0185,40397.8417,41625.4505,45560.6691
39818.8099,41763.301,42327.6529,47112.0955
41286.5205,42714.8715,42658.6634,48642.4786
42328.4352,45026.9279,44836.473,48023.8807
44825.0555,45455.3554,45089.8242,48708.9846
45381.1852,45680.9697,45510.1971,48896.2069
45928.512,45637.7142,45526.0852,48926.29
46230.0548,46583.8557,45582.8066,49165.2957
46353.7221,46892.5482,45600.7352,49703.0074
46719.7912,46739.0856,45578.9747,49412.9747
46882.043,46680.1508,45389.4898,49310.6796
46702.607,46134.7585,45814.8738,49663.2315
46465.7237,43576.9454,43055.196,47928.5161
43862.3932,41780.995,41665.8865,45955.1382
41755.2402,40090.2318,40516.3383,44424.1306
40118.8639,39517.6593,39932.8152,43421.4605
38622.9714,39448.6779,39908.5676,43881.382
38651.2951,38844.8281,38693.8139,43145.5042
37826.0197,38110.8113,38635.954,42706.413
37866.2777,37350.7283,38299.2077,42419.4077
36575.9615,38090.7579,38262.2412,42526.0475
37335.0068,37833.8628,38621.8306,42648.1027
37276.3394,38926.3566,39133.9053,43319.7147
38904.6698,39545.0185,40369.1912,45074.1427
39924.2558,39818.8099,41090.7605,46090.2403
40604.6176,41286.5205,41836.4101,47316.7869
41707.274,42328.4352,42189.7593,48047.2215
42063.7531,44825.0555,43853.3069,47656.3535
44226.1021,45381.1852,44599.3216,48263.9251
44576.4163,45928.512,44740.7718,48225.7633
44738.0849,46230.0548,42281.8376,48457.9213
44776.3651,46353.7221,42636.499,48671.901
44768.0974,46719.7912,42931.9585,48548.9052
44945.7866,46882.043,43081.6067,48825.1604
45012.9431,46702.607,43336.9085,49196.5009
45060.5796,46465.7237,44676.6437,48990.5427
44960.1504,43862.3932,42940.7691,47280.3095
43589.7952,41755.2402,41807.554,45929.6306
42537.2646,40118.8639,40926.0781,45401.6244
41700.7727,38622.9714,39746.7321,43839.9002
41375.3009,38651.2951,39638.2004,44149.4794
41432.5655,37826.0197,38760.7182,43619.002
40856.5515,37866.2777,38682.8079,43323.6855
40647.8213,36575.9615,38134.5469,43125.0625
40465.3226,37335.0068,37877.8934,43811.5129
40136.2173,37276.3394,37894.7084,43696.8942
40746.2352,38904.6698,37858.8483,43344.8826
40675.0647,39924.2558,38567.087,44313.7963
40770.9182,40604.6176,38882.1632,45045.5595
40959.1489,41707.274,39621.5218,46375.9269
41460.2203,42063.7531,40234.0483,47420.1435
42172.9956,44226.1021,42693.735,46915.6203
42458.8319,44576.4163,43459.2826,47789.006
43302.5443,44738.0849,43556.4246,46675.8239
43480.5513,44776.3651,45081.3544,47269.2181
43886.8839,44768.0974,45417.8622,47609.2225
43972.9278,44945.7866,45759.5455,47616.3793
44301.8534,45012.9431,45907.3146,47632.4385
44054.9109,45060.5796,45709.9834,47371.4829
44182.7873,44960.1504,45311.2648,47630.9992
43929.7701,43589.7952,45173.525,47091.1674
43406.0347,42537.2646,44783.6066,46632.2506
42921.3607,41700.7727,43684.0334,45962.3842
42637.3538,41375.3009,43606.2769,45193.2274
42089.7755,41432.5655,42572.4772,44906.979
41147.8536,40856.5515,41145.655,43475.3134
41005.8579,40647.8213,40814.8538,42387.1138
40117.3523,40465.3226,40738.0357,42222.128
39372.2426,40136.2173,40392.1149,41848.3771
39057.4135,40746.2352,39202.7252,40961.0592
38442.495,40675.0647,39522.0695,41242.9917
38728.1427,40770.9182,39793.2253,41323.2471
38983.4789,40959.1489,39851.706,42012.3896
39410.3861,41460.2203,40541.3748,42975.5542
39781.7514,42172.9956,40669.1707,42942.3619
40686.3541,42458.8319,42257.2137,43997.6523
42630.5665,43302.5443,43335.6902,45079.8722
